2024-01-31 18:49:30,53.752
2024-01-31 18:50:16,27.051
2024-01-31 18:51:04,13.132
2024-01-31 18:51:47,50.912
2024-01-31 18:52:31,53.203
2024-01-31 18:53:18,24.289
2024-01-31 18:54:03,45.925
2024-01-31 18:54:46,50.463
2024-01-31 18:55:30,49.327
2024-01-31 18:56:19,6.009
2024-01-31 18:57:01,24.801
2024-01-31 18:57:46,41.288
2024-01-31 18:58:33,28.353
2024-01-31 18:59:19,32.226
2024-01-31 19:00:06,32.744
2024-01-31 19:00:37,0.000
2024-01-31 19:01:07,0.000
2024-01-31 19:01:38,0.000
2024-01-31 19:02:08,0.000
2024-01-31 19:02:39,0.000
2024-01-31 19:03:09,0.000
2024-01-31 19:03:40,0.000
2024-01-31 19:04:57,41.473
2024-01-31 19:05:42,53.402
2024-01-31 19:06:28,45.048
2024-01-31 19:07:14,28.397
2024-01-31 19:07:59,48.908
2024-01-31 19:08:47,41.967
2024-01-31 19:09:34,42.922
2024-01-31 19:10:19,30.789
2024-01-31 19:11:03,40.493
2024-01-31 19:11:48,45.468
2024-01-31 19:12:32,42.616
2024-01-31 19:13:16,22.911
2024-01-31 19:14:01,42.297
2024-01-31 19:14:47,37.966
2024-01-31 19:15:35,5.536
2024-01-31 19:16:21,46.521
2024-01-31 19:17:07,39.802
2024-01-31 19:17:54,45.985
2024-01-31 19:18:37,53.909
2024-01-31 19:19:21,39.432
2024-01-31 19:20:06,61.256
2024-01-31 19:20:52,55.154
2024-01-31 19:21:36,54.891
2024-01-31 19:22:18,52.476
2024-01-31 19:23:05,28.190
2024-01-31 19:23:49,46.050
2024-01-31 19:24:36,52.826
2024-01-31 19:25:21,42.223
2024-01-31 19:26:04,40.176
2024-01-31 19:26:48,19.627
2024-01-31 19:27:34,46.977
2024-01-31 19:28:22,5.714
2024-01-31 19:29:09,5.033
2024-01-31 19:29:54,48.006
2024-01-31 19:30:40,34.536
2024-01-31 19:31:26,53.366
2024-01-31 19:32:10,56.514
2024-01-31 19:32:57,16.850
2024-01-31 19:33:41,28.858
2024-01-31 19:34:25,53.516
2024-01-31 19:35:09,51.188
2024-01-31 19:35:55,48.699
2024-01-31 19:36:41,48.355
2024-01-31 19:37:28,43.195
2024-01-31 19:38:15,23.635
2024-01-31 19:39:00,58.277
2024-01-31 19:39:47,34.597
2024-01-31 19:40:32,49.327
2024-01-31 19:41:20,37.916
2024-01-31 19:42:05,44.117
2024-01-31 19:42:49,44.283
2024-01-31 19:43:34,40.876
2024-01-31 19:44:20,47.009
2024-01-31 19:45:08,30.804
2024-01-31 19:45:53,36.879
2024-01-31 19:46:38,51.207
2024-01-31 19:47:23,37.361
2024-01-31 19:48:05,54.856
2024-01-31 19:48:49,43.011
2024-01-31 19:49:33,39.724
2024-01-31 19:50:17,43.392
2024-01-31 19:51:04,43.007
2024-01-31 19:51:48,47.134
2024-01-31 19:52:34,41.322
2024-01-31 19:53:20,47.011
2024-01-31 19:54:07,46.804
2024-01-31 19:54:51,46.773
2024-01-31 19:55:34,46.119
2024-01-31 19:56:21,49.543
2024-01-31 19:57:06,50.793
2024-01-31 19:57:53,48.810
2024-01-31 19:58:38,36.937
2024-01-31 19:59:24,50.633
2024-01-31 20:00:08,39.779
2024-01-31 20:00:54,35.448
2024-01-31 20:01:40,41.853
2024-01-31 20:02:27,20.515
2024-01-31 20:03:13,47.098
2024-01-31 20:04:00,46.480
2024-01-31 20:04:47,47.088
2024-01-31 20:05:34,45.678
